area,depth,baseline,season,season_year,n_hw_days,cum_intensity,mean_intensity,max_intensity,n_events,mean_duration,max_duration,mean_peak_intensity,max_peak_intensity,mean_event_severity,mean_gap_days_between_events,median_gap_days_between_events,n_hw_days_u,cum_intensity_u,delta_n_hw_days_unsmoothed,delta_cum_intensity_unsmoothed,n_hw_days_p2p5,n_hw_days_p50,n_hw_days_p97p5,cum_int_p2p5,cum_int_p50,cum_int_p97p5
SD22,bottom,B,SON,2000,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,DJF,2001,88,73.08209515324305,0.8400240822211845,1.6886964362081303,1,88,88,1.6886964362081303,1.6886964362081303,1.5568181818181819,NA,NA,89,74.64157320028512,-1,-1.5594780470420773,83,88,90,55.1065718032787,73.55782091945827,91.92017827690663
SD22,bottom,B,JJA,2001,66,37.49069215965794,0.5680407902978477,1.2459957947255997,3,22,60,0.6212229270610669,1.2459957947255997,1.1388888888888888,13,13,66,35.97536208125453,0,1.5153300784034087,45,65,83,22.187013415894643,37.37981133285826,51.46135759265893
SD22,bottom,B,MAM,2001,92,49.605345331432595,0.5391885362112239,1.0293714896649995,1,92,92,1.0293714896649995,1.0293714896649995,1.1956521739130435,NA,NA,92,51.711929365645,0,-2.1065840342124034,92,92,92,40.43047051674974,49.917904169636444,58.9579994155381
SD22,bottom,B,SON,2001,25,6.3379759800428435,0.25351903920171376,0.4248685673557002,2,12.5,18,0.42315887384179973,0.4248685673557002,1,3,3,21,4.589021311475365,4,1.7489546685674782,7,24,45,1.4573796168924542,6.16643909479702,11.973889597291635
SD22,bottom,B,DJF,2002,28,11.51413699215965,0.411219178291416,0.7727990734141104,1,28,28,0.7727990734141104,0.7727990734141104,1,NA,NA,28,12.424836992159653,0,-0.9107000000000038,8,27,49,2.263724602637212,10.918226942266555,23.918021603706304
SD22,bottom,B,JJA,2002,38,10.48546692801135,0.275933340210825,0.5437523164646993,4,9.5,15,0.3648171952957848,0.5437523164646993,1,15.333333333333334,8,39,9.354183535281553,-1,1.131283392729797,20,38,57,4.277561042409127,10.284984853884415,17.187523444404725
SD22,bottom,B,MAM,2002,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,0.951345901639348,-11,-0.951345901639348,0,0,0,0,0,0
SD22,bottom,B,SON,2002,22,3.5200043478261627,0.16000019762846193,0.32993200285103086,2,11,14,0.30860078403421554,0.32993200285103086,1,7,7,20,3.216792302209619,2,0.3032120456165437,5.975000000000001,21,41,0.5538063453314194,3.4256975766216478,6.861775536350893
SD22,bottom,B,DJF,2003,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,JJA,2003,11,2.1176826086956986,0.19251660079051805,0.35979016393440055,2,5.5,6,0.30346578759800025,0.35979016393440055,1,12,12,6,1.3936060584462027,5,0.7240765502494959,1,11,24,0.10460334996439968,2.0771318246615484,4.6478324447613755
SD22,bottom,B,MAM,2003,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,SON,2003,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,DJF,2004,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,JJA,2004,27,7.4600762651461405,0.2762991209313385,0.5723073414112996,3,9,13,0.3730051318603132,0.5723073414112996,1,24.5,24.5,25,6.279640841054871,2,1.1804354240912698,11,26,44,2.0206643549537375,7.078081824661392,14.089599135780528
SD22,bottom,B,MAM,2004,1,0.06444761225944085,0.06444761225944085,0.06444761225944085,1,1,1,0.06444761225944085,0.06444761225944085,1,NA,NA,1,0.039247612259440956,0,0.02519999999999989,0,1,3,0,0.06444761225944085,0.19334283677832254
SD22,bottom,B,SON,2004,31,7.5179806842480295,0.2425155059434848,0.48844632929437015,1,31,31,0.48844632929437015,0.48844632929437015,1,NA,NA,32,8.753121952957938,-1,-1.235141268709909,9,30,53,1.5889971168923653,7.245473307198856,14.812879219529579
SD22,bottom,B,DJF,2005,50,14.720485459729112,0.30041807060671655,0.54115858873842,1,50,50,0.54115858873842,0.54115858873842,1,NA,NA,49,15.61353485388448,1,-0.8930493941553674,27,49,72,6.726589445830355,14.488491054882358,23.696861691019176
SD22,bottom,B,JJA,2005,23,7.168972131147534,0.31169444048467543,0.6987906628653011,2,11.5,13,0.4941190662865358,0.6987906628653011,1.0384615384615383,8,8,23,6.370072131147527,0,0.7989000000000068,6,22,42,1.0011533232358805,6.8312737704917765,15.209468145046046
SD22,bottom,B,MAM,2005,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,0.13792038488951963,-5,-0.13792038488951963,0,0,0,0,0,0
SD22,bottom,B,SON,2005,54,12.766009337134705,0.23640758031730924,0.4117264433357093,1,54,54,0.4117264433357093,0.4117264433357093,1,NA,NA,55,12.952367925873109,-1,-0.18635858873840405,31,56,76.02499999999998,6.628449053813215,13.076108232359235,18.981587981111847
SD22,bottom,B,DJF,2006,53,10.951995937277243,0.20664143277881586,0.5539204561653595,4,13.25,23,0.2836930506058477,0.5539204561653595,1,10,8,54,11.492854169636473,-1,-0.5408582323592306,33.975,54,72,4.768344994654298,10.830469493941537,19.101545571988552
SD22,bottom,B,JJA,2006,68,30.173076122594267,0.4437217076852097,1.0306161796150999,2,34,40,0.7939121881681999,1.0306161796150999,1.25,9,9,68,27.40193178902335,0,2.7711443335709163,48,69,85,16.977032663934207,30.57095513186006,43.93013483250159
SD22,bottom,B,MAM,2006,78,42.86044818246609,0.5494929254162321,0.9085258018531697,3,26,68,0.37745980042765304,0.9085258018531697,1.1568627450980393,7,7,82,45.08348367783317,-4,-2.2230354953670854,63,79,90.02499999999998,28.406916217034915,43.39878175338558,57.8897095117605
SD22,bottom,B,SON,2006,2,0.05308153955809036,0.02654076977904518,0.04895117605131993,1,2,2,0.04895117605131993,0.04895117605131993,1,NA,NA,5,0.40099586600142967,-3,-0.3479143264433393,0,2,7,0,0.05308153955809036,0.16841934782608634
SD22,bottom,B,DJF,2007,57,30.579617177476855,0.5364845118855588,0.7738691375623699,1,57,57,0.7738691375623699,0.7738691375623699,1.0175438596491229,NA,NA,57,31.30061717747686,0,-0.7210000000000036,35,57,79,15.963520864219527,30.629045260156822,46.10887519957236
SD22,bottom,B,JJA,2007,42,22.652169351389656,0.5393373655092774,1.0984702779757693,3,14,28,0.536050273224023,1.0984702779757693,1.1904761904761905,17.5,17.5,41,20.97348325017795,1,1.6786861012117065,23,42,62,8.812757483962843,22.057178011403888,38.805144739843115
SD22,bottom,B,MAM,2007,81,41.29269401282968,0.5097863458374036,1.1323723449750496,1,81,81,1.1323723449750496,1.1323723449750496,1.4074074074074074,NA,NA,81,43.150036849608014,0,-1.8573428367783364,65,82,92,26.094821887027816,41.26182387740559,56.18657177476834
SD22,bottom,B,SON,2007,52,21.119032287954305,0.4061352363068135,0.7568784746970998,1,52,52,0.7568784746970998,0.7568784746970998,1.0192307692307692,NA,NA,51,21.494184248039783,1,-0.37515196008547846,29,53,73,10.084567311118919,21.03763602993581,31.850902150748407
SD22,bottom,B,DJF,2008,33,4.403861724875281,0.13345035529925092,0.24605659301496985,2,16.5,20,0.21264312188168466,0.24605659301496985,1,17,17,33,4.981461724875281,0,-0.5776000000000003,14,33.5,55,1.524324452957939,4.461738774055612,7.907330814326469
SD22,bottom,B,JJA,2008,6,0.7043398431931998,0.11738997386553329,0.1794004989308995,1,6,6,0.1794004989308995,0.1794004989308995,1,NA,NA,0,0,6,0.7043398431931998,0,5,17,0,0.6216354953670997,2.06073202423389
SD22,bottom,B,MAM,2008,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,SON,2008,15,1.570982181040633,0.10473214540270886,0.17155188880969074,1,15,15,0.17155188880969074,0.17155188880969074,1,NA,NA,15,1.8025821810406306,0,-0.23159999999999759,0,14,33,0,1.487037063435504,3.6329011404133738
SD22,bottom,B,DJF,2009,19,4.0573712758375,0.22540951532430556,0.30000028510335053,1,19,19,0.30000028510335053,0.30000028510335053,1,NA,NA,22,4.736560441910201,-3,-0.6791891660727005,3,19,39,0.385024322879546,3.9640387740555862,8.571583624376384
SD22,bottom,B,JJA,2009,60,51.22074754098405,0.8536791256830675,1.4432864575909008,2,30,51,0.9378504632929507,1.4432864575909008,1.4901960784313726,13,13,59,49.43470285103393,1,1.786044689950117,40,60,79,27.895219511760747,50.82238649322903,74.42591159479761
SD22,bottom,B,MAM,2009,79,50.05471525302929,0.6336039905446745,1.3363553813257294,1,79,79,1.3363553813257294,1.3363553813257294,1.5316455696202531,NA,NA,79,51.90625374198153,0,-1.8515384889522366,61,79,92,30.74794574483254,49.77828877405572,68.67433616535999
SD22,bottom,B,SON,2009,75,31.92104062722734,0.42561387502969794,0.8117459729151806,1,75,75,0.8117459729151806,0.8117459729151806,1.2533333333333334,NA,NA,75,32.39991639344263,0,-0.47887576621528893,56,76,91,18.998877788667148,31.995563328581547,45.61591826265138
SD22,bottom,B,DJF,2010,53,21.966423093371358,0.4144608130824784,0.8806622238061301,3,17.666666666666668,38,0.45638802565929976,0.8806622238061301,1.1491228070175439,10,10,52,22.303896863863166,1,-0.33747377049180827,31,53.5,73,9.340151637562357,21.501975801853188,36.90054238417677
SD22,bottom,B,JJA,2010,62,15.357428866714212,0.24770046559216471,0.7774013542408991,3,20.666666666666668,29,0.6044137324780324,0.7774013542408991,1,10,10,60,14.173743763364282,2,1.18368510334993,42,62,81,8.346913004276175,15.18950445473995,23.50144651282959
SD22,bottom,B,MAM,2010,91,37.26231176051316,0.40947595341223253,0.7396787598004302,1,91,91,0.7396787598004302,0.7396787598004302,1,NA,NA,91,39.38711176051315,0,-2.1247999999999934,89,91,92,29.065434237348477,37.50788449750533,44.827573378474696
SD22,bottom,B,SON,2010,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,DJF,2011,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,JJA,2011,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,MAM,2011,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,SON,2011,22,6.25305908766929,0.28422995853042227,0.6857055595153199,1,22,22,0.6857055595153199,0.6857055595153199,1.1363636363636365,NA,NA,24,7.070278759800438,-2,-0.8172196721311478,4.975000000000001,21,42,0.426623617248749,5.840322095509629,13.456490536350676
SD22,bottom,B,DJF,2012,29,7.958507697790441,0.2744312999238083,0.72759971489665,2,14.5,17,0.48191272273699015,0.72759971489665,1.1176470588235294,8,8,33,8.27143791874554,-4,-0.31293022095509926,10,29,49,1.5012341642908025,7.556434461867432,17.03493353884532
SD22,bottom,B,JJA,2012,19,2.4467966500355978,0.12877877105450514,0.23815131860298955,2,9.5,14,0.20103164647184446,0.23815131860298955,1,21,21,14,1.5303532430505893,5,0.9164434069850085,5,19,37,0.6291108820384862,2.4432277975765873,4.705192720955058
SD22,bottom,B,MAM,2012,11,3.19545894511762,0.29049626773796544,0.4200734141126192,1,11,11,0.4200734141126192,0.4200734141126192,1,NA,NA,11,3.29915894511762,0,-0.1036999999999999,0,10,27,0,2.9570247683535387,7.948769672131177
SD22,bottom,B,SON,2012,27,6.083579044903764,0.2253177424038431,0.46146108339272995,2,13.5,20,0.3358847469707755,0.46146108339272995,1,13,13,28,6.497963079116158,-1,-0.4143840342123939,7,26,46.02499999999998,1.1557383000712802,5.882262366357802,11.640692378831067
SD22,bottom,B,DJF,2013,50,26.886417747683524,0.5487024030139496,1.0798771204561692,3,16.666666666666668,27,0.7411570206699931,1.0798771204561692,1.1358024691358024,12,12,56,28.510512972202413,-6,-1.6240952245188893,29,50,69.02499999999998,11.769743367783324,26.44559746970775,43.88310558267994
SD22,bottom,B,JJA,2013,33,10.567792658588868,0.3202361411693596,0.7290495367070999,2,16.5,19,0.5272279757662348,0.7290495367070999,1,37,37,32,9.173864219529671,1,1.3939284390591968,13,33,53.02499999999998,2.7966923325018387,10.301115965787652,19.262009055595243
SD22,bottom,B,MAM,2013,41,10.256758446186756,0.2501648401508965,0.6097158945117593,1,41,41,0.6097158945117593,0.6097158945117593,1.024390243902439,NA,NA,41,11.378658446186757,0,-1.1219000000000001,18,40,62.02499999999998,3.4729852138275246,9.776613613684983,18.38029467569497
SD22,bottom,B,SON,2013,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,DJF,2014,23,3.522440199572352,0.1531495738944501,0.2821382038489002,2,11.5,12,0.2668457947255902,0.2821382038489002,1,32,32,28,4.853093941553825,-5,-1.3306537419814726,7,23,41,0.7872612918745512,3.511594903777627,6.891132818959384
SD22,bottom,B,JJA,2014,22,5.1759792587313385,0.23527178448778813,0.6673254454740007,3,7.333333333333333,9,0.3764108814445232,0.6673254454740007,1,11.5,11.5,20,4.149612615823241,2,1.0263666429080978,7.975000000000001,22,39,1.1064717444760308,4.9580321454028,11.156311372059953
SD22,bottom,B,MAM,2014,92,33.92302665716325,0.36872855062133963,0.6573483250178196,1,92,92,0.6573483250178196,0.6573483250178196,1,NA,NA,92,36.014200784034244,0,-2.091174126870996,92,92,92,27.170740883820393,33.990336208125484,40.478297049180306
SD22,bottom,B,SON,2014,16,2.8584017818959397,0.17865011136849623,0.3036362081254502,1,16,16,0.3036362081254502,0.3036362081254502,1,NA,NA,17,3.463701853171779,-1,-0.6053000712758392,0,16,36,0,2.699560085531,7.15538866179614
SD22,bottom,B,DJF,2015,8,0.8032428367783302,0.10040535459729127,0.18354098360655957,1,8,8,0.18354098360655957,0.18354098360655957,1,NA,NA,11,1.0718911617961515,-3,-0.2686483250178213,0,7,22.024999999999977,0,0.7232585174625799,2.3999976122594395
SD22,bottom,B,JJA,2015,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,MAM,2015,14,1.1135310049893192,0.07953792892780852,0.19941176051319065,1,14,14,0.19941176051319065,0.19941176051319065,1,NA,NA,14,1.3159310049893183,0,-0.20239999999999903,0,13,31,0,1.0315650392017193,2.7197550160370922
SD22,bottom,B,SON,2015,21,10.807778118317902,0.5146561008722811,0.7334222380612996,1,21,21,0.7334222380612996,0.7334222380612996,1.3333333333333333,NA,NA,23,11.558969779044912,-2,-0.7511916607270095,2.9750000000000014,20,42,0.7447486493228828,10.221015751960083,22.465549280114082
SD22,bottom,B,DJF,2016,56,37.99476478973628,0.678477942673862,1.3860253029223104,2,28,38,0.8842173200285104,1.3860253029223104,1.381578947368421,20,20,58,38.78716664290805,-2,-0.7924018531717678,33,56,77,19.163779723806122,37.37981514611546,59.97244405381327
SD22,bottom,B,JJA,2016,30,15.40713079116175,0.5135710263720584,1.1120661439771897,2,15,20,0.6639518888096942,1.1120661439771897,1.275,61,61,28,14.851240413399745,2,0.5558903777620046,11,29,51.02499999999998,2.9772637330718004,14.388409158944999,30.224614308624336
SD22,bottom,B,MAM,2016,63,21.593275908766923,0.3427504112502688,1.0226799714896693,1,63,63,1.0226799714896693,1.0226799714896693,1.0793650793650793,NA,NA,63,23.228075908766918,0,-1.634799999999995,41,63,83,12.162299955452642,21.558793549536738,30.84917958660015
SD22,bottom,B,SON,2016,87,61.75588339272946,0.7098377401463152,1.2418458303634985,1,87,87,1.2418458303634985,1.2418458303634985,1.4137931034482758,NA,NA,86,61.91745310049852,1,-0.1615697077690612,79,87,91,48.394795568424854,62.11058642195256,76.06620420349164
SD22,bottom,B,DJF,2017,30,7.735310049893082,0.2578436683297694,0.38456806842480074,1,30,30,0.38456806842480074,0.38456806842480074,1,NA,NA,36,9.052078973627943,-6,-1.3167689237348608,8,30,53,2.2694710263720683,7.742682786885245,13.460506794369202
SD22,bottom,B,JJA,2017,59,26.912547398431645,0.4561448711598586,0.9969676407697996,1,59,59,0.9969676407697996,0.9969676407697996,1.1864406779661016,NA,NA,59,25.673347398431652,0,1.2391999999999932,36.975,59,80,14.595226356022572,27.051385923021705,40.813644071632005
SD22,bottom,B,MAM,2017,5,0.2623552387740613,0.05247104775481226,0.07959472558802982,1,5,5,0.07959472558802982,0.07959472558802982,1,NA,NA,15,0.8883817533856098,-10,-0.6260265146115485,0,5,15,0,0.2623552387740613,0.7874785816108507
SD22,bottom,B,SON,2017,64,33.150203136136916,0.5179719240021393,0.84658531717748,3,21.333333333333332,44,0.6220278688524594,0.84658531717748,1.128787878787879,12.5,12.5,61,33.74230641482546,3,-0.5921032786885405,44,64,81,19.593214877049327,32.83820149679251,45.50742753920184
SD22,bottom,B,DJF,2018,82,34.49676999287238,0.42069231698624854,1.0942419814682802,2,41,69,0.8162214540270849,1.0942419814682802,1.0507246376811594,7,7,83,35.86424996436205,-1,-1.3674799714896722,70,83,90,23.644068754454725,34.361425160370615,46.28489383107624
SD22,bottom,B,JJA,2018,92,68.919229009265493,0.7491220544485381,1.5739153243050996,1,92,92,1.5739153243050996,1.5739153243050996,1.6195652173913044,NA,NA,92,65.73512252316425,0,3.1841064861012427,92,92,92,54.56204586600119,69.04618677833174,83.00199901282943
SD22,bottom,B,MAM,2018,42,28.91064354953665,0.6883486559413489,1.3338346400570202,1,42,42,1.3338346400570202,1.3338346400570202,1.5952380952380953,NA,NA,43,30.05894397719168,-1,-1.1483004276550304,18.975,42,64,10.802330604062695,28.85842209550956,47.466111252672754
SD22,bottom,B,SON,2018,66,57.740260299358425,0.8748524287781579,1.4089462580185295,2,33,54,1.2928083392729652,1.4089462580185295,1.7314814814814814,25,25,67,57.012153243050506,-1,0.7281070563079197,44.975,67,84,34.053481630434824,58.21623096935115,79.90816970420515
SD22,bottom,B,DJF,2019,75,51.8697664290805,0.6915968857210734,1.0955234497505302,2,37.5,53,0.89802355666429,1.0955234497505302,1.349056603773585,15,15,74,53.24575060584459,1,-1.3759841767640921,56,76,90,33.10841071275834,51.958093977191695,70.04188056486103
SD22,bottom,B,JJA,2019,56,30.559971846044025,0.5457137829650719,1.2276646471846,2,28,35,1.0172939771917298,1.2276646471846,1.3095238095238095,16,16,56,29.17610677120441,0,1.3838650748396155,34.975,56,77,15.82559503385604,30.325776514611363,47.57757551674948
SD22,bottom,B,MAM,2019,92,61.81852879543831,0.6719405303851992,0.9454802565930098,1,92,92,0.9454802565930098,0.9454802565930098,1.326086956521739,NA,NA,92,63.93052879543834,0,-2.1120000000000303,92,92,92,55.80936768709904,61.96836977904486,67.37140808089809
SD22,bottom,B,SON,2019,69,47.09343328581615,0.6825135258813932,1.1279110477548109,1,69,69,1.1279110477548109,1.1279110477548109,1.4057971014492754,NA,NA,68,48.04033727726303,1,-0.9469039914468809,48,70,85,29.979453300071356,46.830758410548896,63.26885024590164
SD22,bottom,B,DJF,2020,91,91.9195575196009,1.0101050276879213,1.3460022808268004,1,91,91,1.3460022808268004,1.3460022808268004,1.8021978021978022,NA,NA,91,93.54605751960082,0,-1.626499999999922,91,91,91,83.33269540092664,92.39130388453313,100.72830019244482
SD22,bottom,B,JJA,2020,73,32.25909743407,0.44190544430232853,0.8651062722736995,3,24.333333333333332,32,0.6670169398907024,0.8651062722736995,1.126929012345679,9.5,9.5,70,30.679798431931665,3,1.5792990021383346,56,73,88,18.449698713471424,32.26006945830376,45.79151465253032
SD22,bottom,B,MAM,2020,92,33.055927227369914,0.35930355681923815,0.6295931575195999,1,92,92,0.6295931575195999,0.6295931575195999,1,NA,NA,92,35.167927227369915,0,-2.112000000000002,92,92,92,28.453908652886636,33.1606430149679,37.82031971667856
SD22,bottom,B,SON,2020,80,53.16962993585176,0.6646203741981468,1.3699915894512014,2,40,74,1.0299354597291508,1.3699915894512014,1.222972972972973,11,11,79,52.84533820384884,1,0.3242917320029193,64,80,91,37.75027629365646,52.84688061297215,67.84167545794725
SD22,bottom,B,DJF,2021,76,66.43711454027081,0.8858281938702779,1.5198978617248802,2,38,68,1.2191469707769103,1.5198978617248802,1.3970588235294117,14,14,77,67.71521981468281,-1,-1.278105274411999,58.975,77,90,47.8302325890948,66.86784757662149,82.90511795438344
SD22,bottom,B,JJA,2021,80,44.46287177476813,0.5557858971846018,1.5706727013541997,3,26.666666666666668,62,0.9941385127108399,1.5706727013541997,1.2126099706744868,5,5,83,41.43130406272252,-3,3.0315677120456144,68,80,90,30.169170618317555,44.38633866714183,57.93727353706343
SD22,bottom,B,MAM,2021,58,19.158521097647842,0.33031932926979046,0.9610736992159703,2,29,46,0.53788720598717,0.9610736992159703,1,9,9,67,21.300639700641437,-9,-2.1421186029935946,38,58,78,8.38360024411967,18.731289736279365,30.791116003207367
SD22,bottom,B,SON,2021,91,157.24720370634336,1.7279912495202567,2.2740322879543795,1,91,91,2.2740322879543795,2.2740322879543795,2.868131868131868,NA,NA,91,156.7204037063434,0,0.5267999999999518,91,91,91,141.7389847683532,157.36328239486755,173.1471250552384
SD22,bottom,B,DJF,2022,61,58.437425445473984,0.957990581073344,1.8542308624376291,1,61,61,1.8542308624376291,1.8542308624376291,1.901639344262295,NA,NA,62,59.310437063435494,-1,-0.8730116179615095,38,61,82,31.997052920527473,58.05686824661441,84.6614862277263
SD22,bottom,B,JJA,2022,65,36.008508481824556,0.5539770535665316,1.2751310049892997,3,21.666666666666668,50,0.6003012354478438,1.2751310049892997,1.14,10.5,10.5,59,33.24902088382027,6,2.7594875980042843,45,65,82,17.83964800249448,35.45146126158238,53.11937933891658
SD22,bottom,B,MAM,2022,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,SON,2022,91,134.80891789023528,1.481416680112476,2.4320065573770506,1,91,91,2.4320065573770506,2.4320065573770506,2.5934065934065935,NA,NA,91,134.28211789023533,0,0.5267999999999518,91,91,91,106.94486862972232,135.05010762651472,161.64313849786203
SD22,bottom,B,DJF,2023,71,86.68535288667145,1.2209204631925554,2.0267076977904503,1,71,71,2.0267076977904503,2.0267076977904503,2.1971830985915495,NA,NA,70,87.62702494654314,1,-0.9416720598716921,51,72,87.02499999999998,58.04061070741269,86.85408474697078,115.18794103706344
SD22,bottom,B,JJA,2023,86,60.487691375623996,0.7033452485537673,1.6914888096934995,1,86,86,1.6914888096934995,1.6914888096934995,1.4651162790697674,NA,NA,85,57.55604176764109,1,2.931649607982905,74,87,92,43.85002897897387,59.838726621525524,78.4751739041346
SD22,bottom,B,MAM,2023,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,bottom,B,SON,2023,91,201.95751375623658,2.219313337980621,2.7472564504633006,1,91,91,2.7472564504633006,2.7472564504633006,3.4065934065934065,NA,NA,91,201.43071375623651,0,0.5268000000000654,91,91,91,184.75115586956505,201.59455709194575,219.69033901639338
SD22,bottom,B,DJF,2024,36,37.750621596578775,1.0486283776827439,1.6904496792587294,1,36,36,1.6904496792587294,1.6904496792587294,2.1666666666666665,NA,NA,37,38.22249294369209,-1,-0.47187134711331424,15,36,58,11.750805206699914,37.75810253029226,68.14350498396293
SD22,bottom,B,JJA,2024,92,80.3468519600855,0.8733353473922342,1.591246756949399,1,92,92,1.591246756949399,1.591246756949399,1.6195652173913044,NA,NA,92,77.13545196008548,0,3.211400000000026,92,92,92,61.9311467391304,80.58932950819651,98.24110007662154
SD22,bottom,B,MAM,2024,49,19.171107412687086,0.3912470900548386,0.9988465431218794,1,49,49,0.9988465431218794,0.9988465431218794,1.3061224489795917,NA,NA,48,20.282073485388437,1,-1.110966072701352,27.975,49,73,8.190506045972917,18.442638845331437,31.890365245901656
SD22,bottom,B,SON,2024,91,212.6930269422666,2.3372860103545783,2.7689274411974,1,91,91,2.7689274411974,2.7689274411974,3.7472527472527473,NA,NA,91,212.16622694226663,0,0.5267999999999802,91,91,91,202.1001749679258,212.70019148253752,222.45842196364956
SD22,bottom,B,DJF,2025,30,57.819718460441905,1.9273239486813971,2.1377661439771893,1,30,30,2.1377661439771893,2.1377661439771893,3.433333333333333,NA,NA,30,57.97361846044193,0,-0.15390000000002146,30,30,30,55.097769196364965,57.90110306486102,60.35623536707054
SD22,surface,A,DJF,1950,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,JJA,1950,14,13.287139145907505,0.9490813675648218,2.452020640569401,2,7,8,1.5992806049822015,2.452020640569401,1.1666666666666665,73,73,12,8.836471174377301,2,4.450667971530203,2,14,28,1.2251571085409125,12.098537544484003,30.27204002669049
SD22,surface,A,MAM,1950,38,14.154308896796875,0.37248181307360195,0.7752911032028003,2,19,22,0.5929252669038902,0.7752911032028003,1,30,30,44,17.343270106761295,-6,-3.18896120996442,18,38,60,5.941550240213343,13.909315836298731,23.276014021351845
SD22,surface,A,SON,1950,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,DJF,1951,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,JJA,1951,5,0.2950466192171959,0.059009323843439175,0.16247295373669957,1,5,5,0.16247295373669957,0.16247295373669957,1,NA,NA,0,0,5,0.2950466192171959,0,5,15,0,0.26531281138799656,0.8286943060501883
SD22,surface,A,MAM,1951,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,SON,1951,16,4.318582206405699,0.2699113879003562,0.8199341637010988,2,8,9,0.5761113879003501,0.8199341637010988,1,14,14,13,2.4115138790036,3,1.907068327402099,2.9750000000000014,16,32,0.20827268683274344,3.9665332740213497,10.585929297153402
SD22,surface,A,DJF,1952,13,1.6176587188612088,0.12443528606624683,0.2819629893238407,1,13,13,0.2819629893238407,0.2819629893238407,1,NA,NA,18,2.254436654804269,-5,-0.6367779359430603,0,13,31,0,1.4330896797153045,4.256493585409243
SD22,surface,A,JJA,1952,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,MAM,1952,23,16.87952918149469,0.7338925731084647,1.3160042704626296,1,23,23,1.3160042704626296,1.3160042704626296,1,NA,NA,24,19.50966832740216,-1,-2.6301391459074708,6,22,43.02499999999998,1.6165365836299064,16.294180782918172,36.316480551601444
SD22,surface,A,SON,1952,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,DJF,1953,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,JJA,1953,8,13.346421708185094,1.6683027135231367,3.3155982206405987,1,8,8,3.3155982206405987,3.3155982206405987,1.5,NA,NA,7,12.029481850533891,1,1.316939857651203,0,7,21,0,12.280138790035597,38.47079836298942
SD22,surface,A,MAM,1953,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
SD22,surface,A,SON,1953,6,1.28657544483986,0.21442924080664336,0.35194661921708015,2,3,5,0.17687419928825499,0.35194661921708015,1,5,5,7,1.7023359430605005,-1,-0.41576049822064043,0,5.5,16,0,1.2847736654804303,3.854320996441291
